"Frase","Encuestado","Posición_énfasis","Nivel_énfasis","Respuesta_posición","Respuesta_naturalidad"
"No, los abuelos de Andrea bailaban merengue los domingos.","69208964","4","3","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69228681","4","3","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69248872","4","3","6","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69299687","4","3","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69359739","4","3","3","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69364959","4","3","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69464191","4","3","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69511924","4","3","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69519414","4","3","3","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69529457","4","3","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69532101","4","3","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69556021","4","3","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69603885","4","3","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69606664","4","3","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69740092","4","3","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69758832","4","3","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","70427766","4","3","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","70469180","4","3","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","70735311","4","3","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","71124168","4","3","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71362424","4","3","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","71616401","4","3","6","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","71621517","4","3","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68603186","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68656655","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68689435","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68698014","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68708433","4","4","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68752286","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68808256","4","4","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68959382","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69009279","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69152754","4","4","4","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69208964","4","4","3","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69228681","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69248872","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69299687","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69359739","4","4","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69364959","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69464191","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69511924","4","4","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69519414","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69529457","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69532101","4","4","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69556021","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69603885","4","4","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69606664","4","4","6","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69740092","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69758832","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","70427766","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","70469180","4","4","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","70735311","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71124168","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71362424","4","4","4","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","71616401","4","4","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71621517","4","4","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68603186","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68656655","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68689435","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68698014","4","5","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68708433","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68752286","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68808256","4","5","4","5"
"No, los abuelos de Andrea bailaban merengue los domingos.","68959382","4","5","4","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69009279","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69152754","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69208964","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69228681","4","5","4","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69248872","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69299687","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69359739","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69364959","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69464191","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69511924","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69519414","4","5","4","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69529457","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69532101","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69556021","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69603885","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69606664","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69740092","4","5","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69758832","4","5","4","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","70427766","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","70469180","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","70735311","4","5","4","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","71124168","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71362424","4","5","4","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","71616401","4","5","4","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71621517","4","5","3","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68603186","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68656655","5","2","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68689435","5","2","3","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68698014","5","2","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68708433","5","2","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68752286","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68808256","5","2","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68959382","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69009279","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69152754","5","2","3","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69208964","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69228681","5","2","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69248872","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69299687","5","2","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69359739","5","2","1","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69364959","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69464191","5","2","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69511924","5","2","6","5"
"No, los abuelos de Andrea bailaban merengue los domingos.","69519414","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69529457","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69532101","5","2","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69556021","5","2","6","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69603885","5","2","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69606664","5","2","6","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69740092","5","2","3","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69758832","5","2","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","70427766","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","70469180","5","2","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","70735311","5","2","3","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","71124168","5","2","3","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","71362424","5","2","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","71616401","5","2","3","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","71621517","5","2","6","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68603186","5","3","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68656655","5","3","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68689435","5","3","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68698014","5","3","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68708433","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68752286","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68808256","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68959382","5","3","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69009279","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69152754","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69208964","5","3","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69228681","5","3","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69248872","5","3","3","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69299687","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69359739","5","3","1","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69364959","5","3","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69464191","5","3","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69511924","5","3","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69519414","5","3","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69529457","5","3","3","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69532101","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69556021","5","3","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69603885","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69606664","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69740092","5","3","3","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69758832","5","3","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","70427766","5","3","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","70469180","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","70735311","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71124168","5","3","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71362424","5","3","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","71616401","5","3","6","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","71621517","5","3","6","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68603186","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68656655","5","4","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","68689435","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68698014","5","4","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68708433","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68752286","5","4","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68808256","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68959382","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69009279","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69152754","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69208964","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69228681","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69248872","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69299687","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69359739","5","4","1","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69364959","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69464191","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69511924","5","4","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69519414","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69529457","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69532101","5","4","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69556021","5","4","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69603885","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69606664","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69740092","5","4","3","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69758832","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","70427766","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","70469180","5","4","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","70735311","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","71124168","5","4","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71362424","5","4","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","71616401","5","4","3","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","71621517","5","4","6","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68603186","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68656655","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68689435","5","5","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","68698014","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68708433","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68752286","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","68808256","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","68959382","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69009279","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69152754","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69208964","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69228681","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69248872","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69299687","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69359739","5","5","3","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69364959","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69464191","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69511924","5","5","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69519414","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69529457","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","69532101","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69556021","5","5","5","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69603885","5","5","5","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","69606664","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","69740092","5","5","4","4"
"No, los abuelos de Andrea bailaban merengue los domingos.","69758832","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","70427766","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","70469180","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","70735311","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71124168","5","5","5","2"
"No, los abuelos de Andrea bailaban merengue los domingos.","71362424","5","5","5","1"
"No, los abuelos de Andrea bailaban merengue los domingos.","71616401","5","5","3","3"
"No, los abuelos de Andrea bailaban merengue los domingos.","71621517","5","5","6","2"
